set_id,lat,lon,station,strata_strate,day_jour,month_mois,year_année,season_saison,scientificName_Nom_scientifique,scientificNameID_Identifiant_du_nom_scientifique,total_count,tot_wt_g,shannon_index,species_count
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,26.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,1.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Exogone,urn:lsid:marinespecies.org:taxname:129654,16.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Hediste diversicolor,urn:lsid:marinespecies.org:taxname:152302,1.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,4.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Scoletoma tenuis,urn:lsid:marinespecies.org:taxname:382375,8.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Manayunkia aestuarina,urn:lsid:marinespecies.org:taxname:130926,3.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Alitta virens,urn:lsid:marinespecies.org:taxname:234851,1.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,8.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,5.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,2.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Phyllodoce maculata,urn:lsid:marinespecies.org:taxname:334510,1.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Polycirrus,urn:lsid:marinespecies.org:taxname:129710,2.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,2.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Sabellaria vulgaris,urn:lsid:marinespecies.org:taxname:157555,1.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,56.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,8.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Tubificoides benedii,urn:lsid:marinespecies.org:taxname:137571,5.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Naididae,urn:lsid:marinespecies.org:taxname:2039,195.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Electra,urn:lsid:marinespecies.org:taxname:110904,3.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Mya arenaria,urn:lsid:marinespecies.org:taxname:140430,2.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,26.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,2.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Ecrobia truncata,urn:lsid:marinespecies.org:taxname:574096,2.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Littorina obtusata,urn:lsid:marinespecies.org:taxname:140263,1.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Balanus,urn:lsid:marinespecies.org:taxname:106122,3.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,31.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,16.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Acari,urn:lsid:marinespecies.org:taxname:292684,1.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Pycnophyes frequens,urn:lsid:marinespecies.org:taxname:265126,17.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Ceratopogonidae,urn:lsid:marinespecies.org:taxname:150940,3.0,4307.0,2.37305381800299,35
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Chironomidae,urn:lsid:marinespecies.org:taxname:118100,2.0,4307.0,2.37305381800299,35
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Nemertea,urn:lsid:marinespecies.org:taxname:152391,3.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,88.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Cirratulidae,urn:lsid:marinespecies.org:taxname:919,4.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,120.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,1.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Parexogone hebes,urn:lsid:marinespecies.org:taxname:757970,8.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,1.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,2.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,6.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,6.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Ninoe nigripes,urn:lsid:marinespecies.org:taxname:130255,1.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Polycirrus eximius,urn:lsid:marinespecies.org:taxname:157533,2.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Polycirrus,urn:lsid:marinespecies.org:taxname:129710,6.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Scoletoma tetraura,urn:lsid:marinespecies.org:taxname:130265,2.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Scoloplos armiger,urn:lsid:marinespecies.org:taxname:130537,21.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,22.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,46.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,10.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,83.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,2.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,2.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Ampelisca abdita,urn:lsid:marinespecies.org:taxname:158020,3.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,1.0,5947.0,2.156380010704918,24
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Priapulus caudatus,urn:lsid:marinespecies.org:taxname:101160,1.0,5947.0,2.156380010704918,24
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,32.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,72.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,1.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,9.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Scoletoma tenuis,urn:lsid:marinespecies.org:taxname:382375,4.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,3.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,28.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Nephtys,urn:lsid:marinespecies.org:taxname:129370,4.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,5.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Leitoscoloplos acutus,urn:lsid:marinespecies.org:taxname:607421,2.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,1.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,35.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,10.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Naididae,urn:lsid:marinespecies.org:taxname:2039,58.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,2.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Ampelisca abdita,urn:lsid:marinespecies.org:taxname:158020,3.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,70.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,65.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Phoronis psammophila,urn:lsid:marinespecies.org:taxname:128552,5.0,6531.0,2.203582257365829,20
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Pycnophyes frequens,urn:lsid:marinespecies.org:taxname:265126,184.0,6531.0,2.203582257365829,20
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,100.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Cirratulidae,urn:lsid:marinespecies.org:taxname:919,1.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,329.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,2.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,19.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,8.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,14.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Nephtys,urn:lsid:marinespecies.org:taxname:129370,2.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Scoloplos armiger,urn:lsid:marinespecies.org:taxname:130537,2.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,21.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Aphelochaeta,urn:lsid:marinespecies.org:taxname:129240,18.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,571.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,1.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,1.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Cyclopoida,urn:lsid:marinespecies.org:taxname:1101,2.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,1.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,11.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Acari,urn:lsid:marinespecies.org:taxname:292684,9.0,6418.0,1.3823214111659101,19
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Orthocladiinae,urn:lsid:marinespecies.org:taxname:150868,1.0,6418.0,1.3823214111659101,19
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,414.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Capitella capitata,urn:lsid:marinespecies.org:taxname:129876,12.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,595.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,6.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Exogone,urn:lsid:marinespecies.org:taxname:129654,3.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Fabricia stellaris,urn:lsid:marinespecies.org:taxname:130913,1.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,33.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Scoletoma tenuis,urn:lsid:marinespecies.org:taxname:382375,3.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Microphthalmus aberrans,urn:lsid:marinespecies.org:taxname:130168,1.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,3.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,28.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Paraonis fulgens,urn:lsid:marinespecies.org:taxname:146932,5.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,41.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Aphelochaeta,urn:lsid:marinespecies.org:taxname:129240,11.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,342.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Naididae,urn:lsid:marinespecies.org:taxname:2039,51.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Phascolion (Phascolion) strombus strombus,urn:lsid:marinespecies.org:taxname:410749,3.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Mya arenaria,urn:lsid:marinespecies.org:taxname:140430,1.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,1.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,1.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Deflexilodes intermedius,urn:lsid:marinespecies.org:taxname:547044,2.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,4.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,6.0,5996.0,1.7225837415752288,24
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Pycnophyes frequens,urn:lsid:marinespecies.org:taxname:265126,46.0,5996.0,1.7225837415752288,24
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,16.0,6818.0,1.432805605318468,23
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,349.0,6818.0,1.432805605318468,23
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,3.0,6818.0,1.432805605318468,23
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,21.0,6818.0,1.432805605318468,23
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Lumbrineridae,urn:lsid:marinespecies.org:taxname:967,1.0,6818.0,1.432805605318468,23
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,5.0,6818.0,1.432805605318468,23
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,12.0,6818.0,1.432805605318468,23
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Nephtys,urn:lsid:marinespecies.org:taxname:129370,3.0,6818.0,1.432805605318468,23
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Ninoe nigripes,urn:lsid:marinespecies.org:taxname:130255,1.0,6818.0,1.432805605318468,23
