set_id,lat,lon,station,strata_strate,day_jour_x,month_mois_x,year_année_x,season_saison,scientificName_Nom_scientifique,scientificNameID_Identifiant_du_nom_scientifique,total_count,tot_wt_g,day_jour_y,month_mois_y,year_année_y,cont_wt_g,gross_wet_wt_g,gross_dry_wt_g,net_dry_wt_g_x,sieve_wt_250um_g,sieve_wt_125um_g,sieve_wt_64um_g,gross_wt_250um_g,gross_wt_125um_g,gross_wt_64um_g,net_dry_250um_g,net_dry_125um_g,net_dry_64um_g,silt_frac_g,day_jour,month_mois,year_année,cont_g,air_cont_g,oven_cont_g,net_dry_wt_g_y,ash_1_g,ash_2_g,perc_loss_ash_1__,perc_loss_ash_2__,tot_perc_loss__
2011.09.001,45.14075,-66.26021667,1,subtidal,1,9,2011,Summer,Arctica islandica,urn:lsid:marinespecies.org:taxname:138802,1.0,6495.0,1.0,9.0,2011.0,6.2778,34.0235,33.9389,27.6611,83.7504,79.5634,77.7643,83.7923,79.9604,81.1508,0.0419,0.397,3.3865,23.8357,1.0,9.0,2011.0,13.433499999999999,15.91675,15.91575,2.48225,15.84025,15.75,3.035694895,3.6439862557500002,6.67968115075
2011.09.001,45.14075,-66.26021667,1,subtidal,1,9,2011,Summer,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,3.0,6495.0,1.0,9.0,2011.0,6.2778,34.0235,33.9389,27.6611,83.7504,79.5634,77.7643,83.7923,79.9604,81.1508,0.0419,0.397,3.3865,23.8357,1.0,9.0,2011.0,13.433499999999999,15.91675,15.91575,2.48225,15.84025,15.75,3.035694895,3.6439862557500002,6.67968115075
2011.09.001,45.14075,-66.26021667,1,subtidal,1,9,2011,Summer,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,10.0,6495.0,1.0,9.0,2011.0,6.2778,34.0235,33.9389,27.6611,83.7504,79.5634,77.7643,83.7923,79.9604,81.1508,0.0419,0.397,3.3865,23.8357,1.0,9.0,2011.0,13.433499999999999,15.91675,15.91575,2.48225,15.84025,15.75,3.035694895,3.6439862557500002,6.67968115075
2011.09.001,45.14075,-66.26021667,1,subtidal,1,9,2011,Summer,Nuculana tenuisulcata,urn:lsid:marinespecies.org:taxname:156923,2.0,6495.0,1.0,9.0,2011.0,6.2778,34.0235,33.9389,27.6611,83.7504,79.5634,77.7643,83.7923,79.9604,81.1508,0.0419,0.397,3.3865,23.8357,1.0,9.0,2011.0,13.433499999999999,15.91675,15.91575,2.48225,15.84025,15.75,3.035694895,3.6439862557500002,6.67968115075
2011.09.001,45.14075,-66.26021667,1,subtidal,1,9,2011,Summer,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,1.0,6495.0,1.0,9.0,2011.0,6.2778,34.0235,33.9389,27.6611,83.7504,79.5634,77.7643,83.7923,79.9604,81.1508,0.0419,0.397,3.3865,23.8357,1.0,9.0,2011.0,13.433499999999999,15.91675,15.91575,2.48225,15.84025,15.75,3.035694895,3.6439862557500002,6.67968115075
2011.09.001,45.14075,-66.26021667,1,subtidal,1,9,2011,Summer,Coleoptera,urn:lsid:marinespecies.org:taxname:118085,1.0,6495.0,1.0,9.0,2011.0,6.2778,34.0235,33.9389,27.6611,83.7504,79.5634,77.7643,83.7923,79.9604,81.1508,0.0419,0.397,3.3865,23.8357,1.0,9.0,2011.0,13.433499999999999,15.91675,15.91575,2.48225,15.84025,15.75,3.035694895,3.6439862557500002,6.67968115075
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,11.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Axiothella catenata,urn:lsid:marinespecies.org:taxname:130275,1.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,14.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Goniada maculata,urn:lsid:marinespecies.org:taxname:130140,1.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,19.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Scoletoma fragilis,urn:lsid:marinespecies.org:taxname:130261,1.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Manayunkia aestuarina,urn:lsid:marinespecies.org:taxname:130926,1.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,23.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Nephtys,urn:lsid:marinespecies.org:taxname:129370,3.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Ninoe nigripes,urn:lsid:marinespecies.org:taxname:130255,2.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,13.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,2.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Aphelochaeta,urn:lsid:marinespecies.org:taxname:129240,1.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,34.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Naididae,urn:lsid:marinespecies.org:taxname:2039,2.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,1.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Ennucula delphinodonta,urn:lsid:marinespecies.org:taxname:506605,3.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,220.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Cochlodesma leanum,urn:lsid:marinespecies.org:taxname:506847,2.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Thyasira gouldii,urn:lsid:marinespecies.org:taxname:141663,1.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Yoldia limatula,urn:lsid:marinespecies.org:taxname:157005,2.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Yoldia,urn:lsid:marinespecies.org:taxname:138672,1.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Ampelisca abdita,urn:lsid:marinespecies.org:taxname:158020,1.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Casco bigelowi,urn:lsid:marinespecies.org:taxname:158077,1.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.002,45.14263333,-66.26183333,2,subtidal,1,9,2011,Summer,Chironomidae,urn:lsid:marinespecies.org:taxname:118100,1.0,5385.0,1.0,9.0,2011.0,6.3088,33.1497,33.0865,26.7777,80.2814,80.0605,78.4858,80.7942,80.9008,81.5616,0.5128,0.8403,3.0758,22.3488,1.0,9.0,2011.0,9.92975,12.4625,12.45875,2.529,12.41325,12.371500000000001,1.798740322,1.65099193025,3.449732252
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Cirratulidae,urn:lsid:marinespecies.org:taxname:919,6.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,2.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,123.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Scoletoma laurentiana,urn:lsid:marinespecies.org:taxname:1491000,1.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Ninoe nigripes,urn:lsid:marinespecies.org:taxname:130255,5.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,1.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,29.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,8.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,19.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,3.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,3.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Terebellides stroemii,urn:lsid:marinespecies.org:taxname:131573,1.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Nematoda,urn:lsid:marinespecies.org:taxname:799,1.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Hiatella arctica,urn:lsid:marinespecies.org:taxname:140103,1.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,1.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Ennucula delphinodonta,urn:lsid:marinespecies.org:taxname:506605,1.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,65.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
2011.09.003,45.14636667,-66.24868333,3,subtidal,1,9,2011,Summer,Yoldia myalis,urn:lsid:marinespecies.org:taxname:157006,1.0,5701.0,1.0,9.0,2011.0,6.3356,27.2129,27.1853,20.8497,85.0923,81.5106,78.7343,85.1063,81.6408,81.0848,0.014,0.1302,2.3505,18.355,1.0,9.0,2011.0,10.66675,13.18125,13.18275,2.516,13.1355,13.09375,1.87721437775,1.65968725875,3.5369016365
