set_id,lat,lon,station,strata_strate,day_jour,month_mois,year_année,season_saison,scientificName_Nom_scientifique,scientificNameID_Identifiant_du_nom_scientifique,total_count,tot_wt_g
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Capitella capitata,urn:lsid:marinespecies.org:taxname:129876,1,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,26,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,1,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Exogone,urn:lsid:marinespecies.org:taxname:129654,16,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Hediste diversicolor,urn:lsid:marinespecies.org:taxname:152302,1,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,4,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Scoletoma tenuis,urn:lsid:marinespecies.org:taxname:382375,8,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Manayunkia aestuarina,urn:lsid:marinespecies.org:taxname:130926,3,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Alitta virens,urn:lsid:marinespecies.org:taxname:234851,1,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,8,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,5,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,2,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Phyllodoce maculata,urn:lsid:marinespecies.org:taxname:334510,1,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Polycirrus,urn:lsid:marinespecies.org:taxname:129710,2,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,2,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Sabellaria vulgaris,urn:lsid:marinespecies.org:taxname:157555,1,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,56,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,8,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Tubificoides benedii,urn:lsid:marinespecies.org:taxname:137571,5,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Naididae,urn:lsid:marinespecies.org:taxname:2039,195,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Electra,urn:lsid:marinespecies.org:taxname:110904,3,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Mya arenaria,urn:lsid:marinespecies.org:taxname:140430,2,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,26,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,2,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Ecrobia truncata,urn:lsid:marinespecies.org:taxname:574096,2,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Littorina obtusata,urn:lsid:marinespecies.org:taxname:140263,1,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Balanus,urn:lsid:marinespecies.org:taxname:106122,3,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,31,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,16,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Acari,urn:lsid:marinespecies.org:taxname:292684,1,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Pycnophyes frequens,urn:lsid:marinespecies.org:taxname:265126,17,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Ceratopogonidae,urn:lsid:marinespecies.org:taxname:150940,3,4307
2010.02.003,45.1841,-66.25236667,3,channel,18,2,2010,Winter,Chironomidae,urn:lsid:marinespecies.org:taxname:118100,2,4307
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Nemertea,urn:lsid:marinespecies.org:taxname:152391,3,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,88,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Cirratulidae,urn:lsid:marinespecies.org:taxname:919,4,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,120,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,1,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Parexogone hebes,urn:lsid:marinespecies.org:taxname:757970,8,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,1,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,2,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,6,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,6,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Ninoe nigripes,urn:lsid:marinespecies.org:taxname:130255,1,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Polycirrus eximius,urn:lsid:marinespecies.org:taxname:157533,2,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Polycirrus,urn:lsid:marinespecies.org:taxname:129710,6,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Scoletoma tetraura,urn:lsid:marinespecies.org:taxname:130265,2,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Scoloplos armiger,urn:lsid:marinespecies.org:taxname:130537,21,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,22,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,46,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,10,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,83,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,2,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,2,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Ampelisca abdita,urn:lsid:marinespecies.org:taxname:158020,3,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,1,5947
2010.02.004,45.18301667,-66.2486,4,channel,18,2,2010,Winter,Priapulus caudatus,urn:lsid:marinespecies.org:taxname:101160,1,5947
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,32,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,72,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,1,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,9,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Scoletoma tenuis,urn:lsid:marinespecies.org:taxname:382375,4,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Nephtys ciliata,urn:lsid:marinespecies.org:taxname:130356,3,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,28,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Nephtys,urn:lsid:marinespecies.org:taxname:129370,4,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,5,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Leitoscoloplos acutus,urn:lsid:marinespecies.org:taxname:607421,2,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,1,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,35,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,10,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Naididae,urn:lsid:marinespecies.org:taxname:2039,58,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,2,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Ampelisca abdita,urn:lsid:marinespecies.org:taxname:158020,3,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,70,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,65,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Phoronis psammophila,urn:lsid:marinespecies.org:taxname:128552,5,6531
2010.02.005,45.18128333,-66.24531667,5,channel,18,2,2010,Winter,Pycnophyes frequens,urn:lsid:marinespecies.org:taxname:265126,184,6531
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,100,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Cirratulidae,urn:lsid:marinespecies.org:taxname:919,1,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,329,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,2,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,19,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,8,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,14,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Nephtys,urn:lsid:marinespecies.org:taxname:129370,2,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Scoloplos armiger,urn:lsid:marinespecies.org:taxname:130537,2,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,21,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Aphelochaeta,urn:lsid:marinespecies.org:taxname:129240,18,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,571,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,1,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,1,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Cyclopoida,urn:lsid:marinespecies.org:taxname:1101,2,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,1,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,11,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Acari,urn:lsid:marinespecies.org:taxname:292684,9,6418
2010.02.006,45.17888333,-66.24243333,6,channel,18,2,2010,Winter,Orthocladiinae,urn:lsid:marinespecies.org:taxname:150868,1,6418
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,414,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Capitella capitata,urn:lsid:marinespecies.org:taxname:129876,12,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,595,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,6,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Exogone,urn:lsid:marinespecies.org:taxname:129654,3,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Fabricia stellaris,urn:lsid:marinespecies.org:taxname:130913,1,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,33,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Scoletoma tenuis,urn:lsid:marinespecies.org:taxname:382375,3,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Microphthalmus aberrans,urn:lsid:marinespecies.org:taxname:130168,1,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,3,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,28,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Paraonis fulgens,urn:lsid:marinespecies.org:taxname:146932,5,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,41,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Aphelochaeta,urn:lsid:marinespecies.org:taxname:129240,11,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,342,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Naididae,urn:lsid:marinespecies.org:taxname:2039,51,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Phascolion (Phascolion) strombus strombus,urn:lsid:marinespecies.org:taxname:410749,3,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Mya arenaria,urn:lsid:marinespecies.org:taxname:140430,1,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,1,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,1,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Deflexilodes intermedius,urn:lsid:marinespecies.org:taxname:547044,2,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,4,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,6,5996
2010.02.007,45.17626667,-66.24101667,7,channel,18,2,2010,Winter,Pycnophyes frequens,urn:lsid:marinespecies.org:taxname:265126,46,5996
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,16,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,349,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,3,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,21,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Lumbrineridae,urn:lsid:marinespecies.org:taxname:967,1,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,5,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,12,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Nephtys,urn:lsid:marinespecies.org:taxname:129370,3,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Ninoe nigripes,urn:lsid:marinespecies.org:taxname:130255,1,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Pygospio elegans,urn:lsid:marinespecies.org:taxname:131170,1,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Scoletoma tetraura,urn:lsid:marinespecies.org:taxname:130265,1,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Sternaspis scutata,urn:lsid:marinespecies.org:taxname:131242,1,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,17,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Aphelochaeta,urn:lsid:marinespecies.org:taxname:129240,4,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,113,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Oligochaeta,urn:lsid:marinespecies.org:taxname:2036,4,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Hiatella arctica,urn:lsid:marinespecies.org:taxname:140103,1,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,3,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Nucula proxima,urn:lsid:marinespecies.org:taxname:156916,1,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Thecostraca,urn:lsid:marinespecies.org:taxname:22388,1,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,3,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,2,6818
2010.02.008,45.17315,-66.24018333,8,channel,18,2,2010,Winter,Acari,urn:lsid:marinespecies.org:taxname:292684,11,6818
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Aricidea (Acmira) catherinae,urn:lsid:marinespecies.org:taxname:333034,9,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Cossura longocirrata,urn:lsid:marinespecies.org:taxname:129984,272,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Eteone longa,urn:lsid:marinespecies.org:taxname:130616,8,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Exogone,urn:lsid:marinespecies.org:taxname:129654,4,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Levinsenia gracilis,urn:lsid:marinespecies.org:taxname:130578,20,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Micronephthys cornuta,urn:lsid:marinespecies.org:taxname:869884,17,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Nephtys incisa,urn:lsid:marinespecies.org:taxname:130362,10,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Nephtys,urn:lsid:marinespecies.org:taxname:129370,16,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Streblospio benedicti,urn:lsid:marinespecies.org:taxname:131191,3,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Kirkegaardia,urn:lsid:marinespecies.org:taxname:884676,15,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Naididae,urn:lsid:marinespecies.org:taxname:2039,43,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Mya arenaria,urn:lsid:marinespecies.org:taxname:140430,1,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Mytilus edulis,urn:lsid:marinespecies.org:taxname:140480,2,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Ecrobia truncata,urn:lsid:marinespecies.org:taxname:574096,1,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,3,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Ostracoda,urn:lsid:marinespecies.org:taxname:1078,3,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Phoronis psammophila,urn:lsid:marinespecies.org:taxname:128552,2,5809
2010.02.009,45.17015,-66.24038333,9,channel,18,2,2010,Winter,Pycnophyes frequens,urn:lsid:marinespecies.org:taxname:265126,16,5809
